QueryID,DocID,Score
Q7,CACM-2203,key-to-address transform techniques: a fundamental performance study on large existing formatted files the results of a study of eight different key-to-address transformation methods applied to a set of existing files are presented.
Q7,CACM-1754,"dynamic storage allocation **systems** **in** many recent computer system designs, hardware facilities have been provided **for** easing the problems of storage allocation."
Q7,CACM-2197,the merit of regional computing **networks** one of the suggested means **for** stimulating the spread of computing capabilities **in** institutions of higher learning is through the construction of regional computing networks.
Q7,CACM-1751,the working set model **for** program behavior probably the most basic reason behind the absence of a general treatment of **resource** allocation **in** modern computer **systems** is an adequate model **for** program behavior.
Q7,CACM-2482,"mixed solutions **for** the deadlock problem mixtures of detection, avoidance, and prevention provide more effective and practical solutions to the deadlock problem than any one of these alone."
Q7,CACM-0040,"(the choice of decimal or binary representation) the binary number system offers many advantages over a decimal representation **for** a high-performance, general-purpose computer."
Q7,CACM-1879,"two different types of storage fragmentation are distinguished: (1) external fragmentation, namely the loss **in** storage utilization caused by the inability to make use of all available storage after it has been fragmented into a large number of separate blocks; and (2) internal fragmentation, the loss of utilization caused by rounding up a request **for** storage, rather than allocating only the exact number of words required."
Q7,CACM-2258,"additional results on key-to-address transform techniques: a fundamental performance study on large existing formatted files cacm november, 1972 lum, v. y. yuen, p. s. t. hashing, hashing techniques, hashing methods, hash coding, keys, key transformation, key-to-address transformation, direct addressing, direct access method, randomizing, random access file organization, file search, scatter storage, information retrieval 3.7 3.72 3.73 3.74 3.79 4.9 ca721111 jb january 27, 1978 1:31 pm 2258 4 2258 2319 4 2258 2313 4 2258 2359 4 2258 2437 4 2258 2552 4 2258 2781 4 2258 2860 4 2258 2991 4 2258 2203 5 2258 2258 5 2258 2258 5 2258 2258 5 2258"
Q7,CACM-2358,"the multics virtual memory: concepts and design as experience with use of on-line **operating** **systems** has grown, the need to share information among system users has become increasingly apparent."
Q7,CACM-2515,minimal event-node **network** of project precedence relations a procedure **for** constructing a minimal event-node **network** to represent a set of precedence relations without parallel activities is presented.
Q7,CACM-1928,exclusive simulation of activity **in** digital **networks** a technique **for** simulating the detailed logic **networks** of large and active digital **systems** is described.
Q7,CACM-3158,secure personal computing **in** an insecure **network** a method **for** implementing secure personal computing **in** a **network** with one or more central facilities is proposed.
Q7,CACM-1695,"the system, operated entirely from a digital display unit, interacts directly with the user and permits easy and rapid transitions between the various phases of the modeling process."
Q7,CACM-0828,incompressible flow **network** calculations a general method **for** the calculation of flows and pressures **in** fluid flow **networks** is presented.
Q7,CACM-2522,"the design, implementation, and evaluation of a working set dispatcher the behavior of a computer system is largely dependent upon the algorithms employed to allocate the system **resources** to the processes competing **for** them."
Q7,CACM-2614,"arrow to precedence **network** transformation [h] (algorithm a481) cacm august, 1974 crandall, k. c. critical path, networks, precedence **networks** 3.23 5.40 ca740810 jb january 17, 1978 9:37 am 2614 5 2614 2614 5 2614 2614 5 2614"
Q7,CACM-1261,the digital **network** is modeled as a set of time-dependent or time-independent boolean transformations; each transformation describing the input-output relationship of a model element comprising the **network** mode.
Q7,CACM-2920,"game interpretation of the deadlock avoidance problem the deadlock avoidance problem may be defined informally as the determination, from some a priori information about the processes, resources, **operating** system, etc., of the ""safe situations"" which may be realized without endangering the smooth running of the system."
Q7,CACM-3040,"a theory of consistency levels **in** such **networks** is formulated, which is related to problems of backtrack tree search efficiency."
Q7,CACM-1723,computer construction of project **networks** project **networks** are used **in** pert and cpm.
Q7,CACM-0615,"although this picture is of value to the analyst, the elements of an n-dimensional array must exist **in** conventional storage as a linear array or vector."
Q7,CACM-2219,"the algorithm has been implemented **in** a general purpose **operating** system, and it has provided significantly better service to interactive and to batch jobs than the previous scheduler."
Q7,CACM-2095,measurements of segment size distributions of segment sizes measured under routine **operating** con ditions on a computer system which utilizes variable sized segments (the burroughs b5500) are discussed.
Q7,CACM-2485,"managing the computer resource: a stage hypothesis based on the study of expenditures **for** data processing, a descriptive stage hypothesis is presented."
Q7,CACM-2597,monitors: an **operating** system structuring concept this paper develops brinch-hansen's concept of a monitor as a method of structuring an **operating** system.
Q7,CACM-3110,assembling code **for** machines with span-dependent instructions many modern computers contain instructions whose lengths depend on the distance from a given instance of such an instruction to the operand of that instruction.
Q7,CACM-1505,"a system organization **for** **resource** allocation this paper introduces a system **for** **resource** management using the concepts of ""process,"" facility,"" and ""event."""
Q7,CACM-2969,optimal program and data locations **in** computer **networks** an optimization procedure **for** the allocation of program and data files **in** a computer **network** is presented.
Q7,CACM-3133,"logic and semantic **networks** an extended form of semantic **network** is defined, which can be regarded as a syntactic variant of the clausal form of logic."
Q7,CACM-2080,"the system nucleus simulates an environment **in** which program execution and input/output are handled uniformly as parallel, cooperating process es."
Q7,CACM-2020,the allocation of computer resources-is pricing the answer?
Q7,CACM-2890,"on quadratic adaptive routing algorithms two analytic models of a store-and-forward communications **network** are constructed, one to find the optimal message routing and the other to illustrate the equilibrium (stationary state) maintained by an adaptive routing algorithm."
Q7,CACM-2988,memory management and response time this paper presents a computationally tractable methodology **for** including accurately the effects of finite memory size and workload memory requirements **in** queueing **network** models of computer systems.
Q7,CACM-3072,"feedback coupled **resource** allocation policies **in** the multiprogramming- multiprocessor computer system model studies of some integrated, feedback-driven scheduling **systems** **for** multiprogrammed- multiprocessor computer **systems** are presented."
Q7,CACM-2377,a hardware architecture **for** implementing protection rings protection of computations and information is an important aspect of a computer utility.
Q7,CACM-2379,the design of the venus **operating** system the venus **operating** system is an experimental multiprogramming system which supports five or six concurrent users on a small computer.
Q7,CACM-0071,this facility is to be capable of preparing programs **for** any of a variety of machines having characteristics similar to those of the facility's computer.
Q7,CACM-2128,the algorithm also has application to more general **resource** allocation problems.
Q7,CACM-3088,"general equations **for** idealized cpu-i/o overlap configurations general equations are derived **for** estimating the maximum possible utilization of main storage partitions, cpu and i/o devices under different conditions **in** an idealized cpu-i/o overlap model of multiprogrammed computer systems."
Q7,CACM-1890,simulation of traffic flows **in** a **network** a computer simulation program which deals with traffic flows **in** the **network** of a large area is described.
Q7,CACM-0441,topological sorting of large **networks** topological sorting is a procedure required **for** many problems involving analysis of networks.
Q7,CACM-0383,"on finding minimum routes **in** a **network** with turn penalties cacm february, 1961 caldwell, t. ca610215 jb march 17, 1978 12:49 am 383 5 383 383 5 383 383 5 383"
Q7,CACM-1989,transition **network** grammars **for** natural language analysis the use of augmented transition **network** grammars **for** the analysis of natural language sentences is described.
Q7,CACM-2437,general performance analysis of key-to-address transformation methods using an abstract file concept this paper presents a new approach to the analysis of performance of the various key-to-address transformation methods.
Q7,CACM-2900,some theorems to aid **in** solving the file allocation problem the file allocation problem-i.e.
Q7,CACM-2712,horner's rule **for** the evaluation of general closed queueing **networks** the solution of separable closed queueing **networks** requires the evaluation of homogeneous multinomial expressions.
Q7,CACM-0796,"sabrag, a time-sharing low-cost computer the serial sabrac computer designed and built **in** the scientific department of the israel defense ministry has a 5000-location magnetic drum, main store."
Q7,CACM-2274,generating english discourse from semantic **networks** a system is described **for** generating english sentences from a form of semantic nets **in** which the nodes are word-sense meanings and the paths are primarily deep case relations.
Q7,CACM-2632,"hydra: the kernel of a multiprocessor **operating** system this paper describes the design philosophy of hydra-the kernel of an **operating** system **for** c.mmp, the carnegie-mellon multi-mini-processor."
Q7,CACM-3059,models **for** parallel processing within programs: application to cpu:i/o and i/o:i/o overlap approximate queueing models **for** internal parallel processing by individual programs **in** a multiprogrammed system are developed **in** this paper.
Q7,CACM-0367,topological ordering of a list of randomly-numbered elements of a **network** a **network** of directed line segments free of circular elements is assumed.
Q7,CACM-3117,the impact and use of computer technology by the police over the past decade there has been a significant growth **in** the use of computer technology by u. police departments.
Q7,CACM-2934,"comment on computing the k shortest paths **in** a graph cacm august, 1977 lawler, e. l. graph, network, shortest path, algorithm, ranking 5.32 ca770809 jb december 28, 1977 7:00 am 1086 4 2934 1132 4 2934 1234 4 2934 1263 4 2934 1265 4 2934 1270 4 2934 1323 4 2934 1358 4 2934 1379 4 2934 1380 4 2934 1453 4 2934 1464 4 2934 1484 4 2934 1491 4 2934 1498 4 2934 1613 4 2934 1614 4 2934 1781 4 2934 1825 4 2934 1860 4 2934 2083 4 2934 2178 4 2934 2179 4 2934 2252 4 2934 2325 4 2934 2341 4 2934 2546 4 2934 2645 4 2934 2652 4 2934 2684 4 2934 2842 4 2934 2929 4 2934 2934 4 2934 3069 4 2934 669 4 2934 679 4 2934 691 4 2934 761 4 2934 949 4 2934 989 4 2934 2934 5 2934 2934 5 2934 2934 5 2934 3184 5 2934"
Q7,CACM-2905,perfect hashing functions: a single probe retrieving method **for** static sets a refinement of hashing which allows retrieval of an item **in** a static table with a single probe is considered.
Q7,CACM-3070,hybrid simulation models of computer **systems** this paper describes the structure and operation of a hybrid simulation model **in** which both discrete-event simulation and analytic techniques are combined to produce efficient yet accurate system models.
Q7,CACM-1688,"netflow (algorithm 248 [h]) cacm september, 1968 henderson, j. h. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680913 jb february 21, 19784:31 pm 1688 5 1688 1688 5 1688 1688 5 1688"
Q7,CACM-1960,process management and **resource** sharing **in** the multiaccess system esope the main design principles of the multiaccess system esope are described.
Q7,CACM-1687,"netflow (algorithm 248 [h]) cacm september, 1968 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680914 jb february 21, 1978 4:29 pm 1687 5 1687 1687 5 1687 1687 5 1687"
Q7,CACM-1690,"netflow (algorithm 336 [h]) cacm september, 1968 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680911 jb february 21, 1978 4:35 pm 1690 4 1690 1322 5 1690 1690 5 1690 1690 5 1690 1690 5 1690"
Q7,CACM-2088,"netflow (algorithm 336 $h)) cacm march, 1970 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca700310 jb february 13, 1978 3:44 pm 2088 5 2088 2088 5 2088 2088 5 2088"
Q7,CACM-2228,"comments on prevention of system deadlocks habermann's method of deadlock prevention is discussed, where deadlock is defined as a system state from which **resource** allocations to certain processes are not possible."
Q7,CACM-2894,a methodology **for** interactive computer service measurement a measurement methodology applicable to **in** teractive computer service is described.
Q7,CACM-1846,"on simulating **networks** of parallel processes **in** which simultaneous events may occur some of the problems of simulating discrete event systems, particularly computer systems, on a conventional digital computer are dealt with."
Q7,CACM-2060,gedanken-a simple typeless language based on the principle of completeness and the reference concept gedanken is an experimental programming language with the following characteristics.
Q7,CACM-1680,a general-purpose display processing and tutorial system adept (a display-expedited processing and tutorial) system is described.
Q7,CACM-3076,value conflicts and social choice **in** electronic funds transfer system develop
Q7,CACM-2033,two new hash-coding methods are examined and compared with a particular conventional hash-coding method.
Q7,CACM-2681,dynamic memory repacking a probabilistic model of a multiprogramming system is exercised **in** order to determine the conditions under which the dynamic repacking of main memory is beneficial.
Q7,CACM-2320,the notation used explicitly associates a data structure shared by concurrent processes with operations defined on it.
Q8,CACM-2949,"a correctness proof of a topology information main tenance protocol for a **distributed** computer **network** **in** order for the nodes of a **distributed** computer **network** to communicate, each node must have information about the network's topology."
Q8,CACM-2951,this research is a first step toward assisting the user **in** participating **in** the vast store of resources available on a network.
Q8,CACM-3068,"a model for verification of data **security** **in** **operating** **systems** program verification applied to kernel architectures forms a promising method for providing uncircumventably secure, shared computer systems."
Q8,CACM-2849,ethernet: **distributed** packet switching for **local** computer **networks** ethernet is a branching broadcast communication system for carrying digital data packets among locally **distributed** computing stations.
Q8,CACM-2578,"self-stabilizing **systems** **in** spite of **distributed** control cacm november, 1974 dijkstra, e. w. multiprocessing, networks, self-stabilization, synchronization, mutual exclusion, robustness, sharing, error recovery, **distributed** control, harmonious cooperation, self-repair 4.32 ca741106 jb january 16,1978 10:18 am 2578 5 2578 2578 5 2578 2578 5 2578"
Q8,CACM-2372,on the implementation of **security** measures **in** information **systems** the **security** of an information system may be represented by a model matrix whose elements are decision rules **and** whose row **and** column indices are users **and** data items respectively.
Q8,CACM-3158,secure personal computing **in** an insecure **network** a method for implementing secure personal computing **in** a **network** with one or more central facilities is proposed.
Q8,CACM-1928,exclusive simulation of activity **in** digital **networks** a technique for simulating the detailed logic **networks** of large **and** active digital **systems** is described.
Q8,CACM-1685,a defining description of a programming language designed for generating activity **network** from a set of standard **networks** is presented.
Q8,CACM-2371,a system for interprocess communication **in** a resource sharing computer **network** a system of communication between processes **in** a time-sharing system is described **and** the communication system is extended so that it may be used between processes **distributed** throughout a computer network.
Q8,CACM-2621,a high **security** log-in procedure the protection of time sharing **systems** from unauthorized users is often achieved by the use of passwords.
Q8,CACM-1695,"the system, operated entirely from a digital display unit, interacts directly with the user **and** permits easy **and** rapid transitions between the various phases of the modeling process."
Q8,CACM-2776,computer **networks** **in** higher education: socio-economic-political factors this study presents the results of a nationwide survey of computer **networks** **in** higher education conducted during 1971-73. five major **and** 18 minor **networks** were identified.
Q8,CACM-3082,"time, clocks, **and** the ordering of events **in** a **distributed** system the concept of one event happening before another **in** a **distributed** system is examined, **and** is shown to define a partial ordering of the events."
Q8,CACM-2988,memory management **and** response time this paper presents a computationally tractable methodology for including accurately the effects of finite memory size **and** workload memory requirements **in** queueing **network** models of computer systems.
Q8,CACM-3174,password security: a case history this paper describes the history of the design of the password **security** scheme on a remotely accessed time-sharing system.
Q8,CACM-3076,value conflicts **and** social choice **in** electronic funds transfer system develop
Q8,CACM-1747,three criteria for designing computing **systems** to facilitate debugging the designer of a computing system should adopt explicit criteria for accepting or rejecting proposed system features.
Q8,CACM-1750,**considerations** **in** the design of a multiple computer system with extended core storage the use of large quantities of addressable (but not executable) fast random access memory to heighten the multiprogramming performance of a multicomputer system is discussed.
Q8,CACM-3137,a methodology for the design of **distributed** information **systems** a macro model of a **distributed** information system **in** presented.
Q8,CACM-2197,the merit of regional computing **networks** one of the suggested means for stimulating the spread of computing capabilities **in** institutions of higher learning is through the construction of regional computing networks.
Q8,CACM-3011,management utilization of computers **in** american **local** governments traditional concepts of management information **systems** (mis) bear little relation to the information **systems** currently **in** use by top management **in** most us **local** governments.
Q8,CACM-2111,spelling correction **in** **systems** programs several specialized techniques are shown for efficiently incorporating spelling correction algorithms **in** to compilers **and** **operating** systems.
Q8,CACM-2614,"arrow to precedence **network** transformation [h] (algorithm a481) cacm august, 1974 crandall, k. c. critical path, networks, precedence **networks** 3.23 5.40 ca740810 jb january 17, 1978 9:37 am 2614 5 2614 2614 5 2614 2614 5 2614"
Q8,CACM-3141,"an improved algorithm for decentralized extrema-finding **in** circular configurations of processes this note presents an improvement to lelann's algorithm for finding the largest (or smallest) of a set of uniquely numbered processes arranged **in** a circle, **in** which no central controller exists **and** the number of processes is not known a priori."
Q8,CACM-1808,advanced cryptographic techniques for computers cryptographic techniques which can be used to maintain the confidentiality of information processed by computers are dealt with.
Q8,CACM-3128,synchronization with eventcounts **and** sequencers synchronization of concurrent processes requires controlling the relative ordering of events **in** the processes.
Q8,CACM-1846,"on simulating **networks** of parallel processes **in** which simultaneous events may occur some of the problems of simulating discrete event systems, particularly computer systems, on a conventional digital computer are dealt with."
Q8,CACM-2515,minimal event-node **network** of project precedence relations a procedure for constructing a minimal event-node **network** to represent a set of precedence relations without parallel activities is presented.
Q8,CACM-1261,the digital **network** is modeled as a set of time-dependent or time-independent boolean transformations; each transformation describing the input-output relationship of a model element comprising the **network** mode.
Q8,CACM-2969,optimal program **and** data locations **in** computer **networks** an optimization procedure for the allocation of program **and** data files **in** a computer **network** is presented.
Q8,CACM-1461,"discussion summary on **operating** **systems** cacm march, 1966 ca660311 jb march 3, 1978 1:26 pm 1461 5 1461 1461 5 1461 1461 5 1461"
Q8,CACM-1745,"a position paper on computing **and** communications the effective operation of free enterprise **in** creating the envisioned information service industry is dependent upon three accomplishments: (1) the restructuring of our information processing industry so that a clear division of costs is made among computing, communications, **and** the develop"
Q8,CACM-2870,a lattice model of secure information flow this paper investigates mechanisms that guarantee secure information flow **in** a computer system.
Q8,CACM-2198,"introduction to ""feature analysis of generalized data base management systems"" this paper is a separately published introduction to a main report which analyzes the features of generalized data base management systems."
Q8,CACM-2151,user program measurement **in** a time-shared environment a general discussion of the measurement of software **systems** is followed by a description of a hardware **and** software scheme for measuring user programs **in** a time-shared environment.
Q8,CACM-2890,"on quadratic adaptive routing algorithms two analytic models of a store-and-forward communications **network** are constructed, one to find the optimal message routing **and** the other to illustrate the equilibrium (stationary state) maintained by an adaptive routing algorithm."
Q8,CACM-1728,further experimental data on the behavior of programs **in** a paging environment results are summarized from an empirical study directed at the measurement of program **operating** behavior **in** those multiprogramming **systems** **in** which programs are organized into fixed length pages.
Q8,CACM-1844,a modular computer sharing system an alternative approach to the design **and** organization of a general purpose interactive multiterminal computing system is presented.
Q8,CACM-3070,hybrid simulation models of computer **systems** this paper describes the structure **and** operation of a hybrid simulation model **in** which both discrete-event simulation **and** analytic techniques are combined to produce efficient yet accurate system models.
Q8,CACM-1811,a case study **in** programming for parallel-processors an affirmative partial answer is provided to the question of whether it is possible to program parallel-processor computing **systems** to efficiently decrease execution time for useful problems.
Q8,CACM-1462,multilevel **operating** **systems** the basic software for all newer computers is built on the well-established need for standard **operating** systems.
Q8,CACM-2317,"programming **systems** **and** languages 1965-1975 **in** spite of impressive gains by pl/i, fortran **and** cobol remain the languages **in** which most of the world's production programs are written **and** will remain so into the foreseeable future."
Q8,CACM-2358,"the multics virtual memory: concepts **and** design as experience with use of on-line **operating** **systems** has grown, the need to share information among system users has become increasingly apparent."
Q8,CACM-2840,protection **in** **operating** **systems** a model of protection mechanisms **in** computing **systems** is presented **and** its appropriateness is argued.
Q8,CACM-0828,incompressible flow **network** calculations a general method for the calculation of flows **and** pressures **in** fluid flow **networks** is presented.
Q8,CACM-2138,"bliss: a language for **systems** programming a language, bliss, is described."
Q8,CACM-3133,"logic **and** semantic **networks** an extended form of semantic **network** is defined, which can be regarded as a syntactic variant of the clausal form of logic."
Q8,CACM-2741,"decomposability, instabilities, **and** saturation **in** multiprogramming **systems** a step-by-step approach to model the dynamic behavior **and** evaluate the performance of computing **systems** is proposed."
Q8,CACM-2424,"the dynamic verification of **operating** system decisions is used on the prime system being designed **and** constructed at the university of california, berkeley."
Q8,CACM-2867,modularization **and** hierarchy **in** a family of **operating** **systems** this paper describes the design philosophy used **in** the construction of a family of **operating** systems.
Q8,CACM-2900,some theorems to aid **in** solving the file allocation problem the file allocation problem-i.e.
Q8,CACM-2345,"curriculum recommendations for graduate professional programs **in** information **systems** the need for education related to information **systems** **in** organizations is discussed, **and** a curriculum is proposed for graduate professional programs **in** universities, at the master's level."
Q8,CACM-1247,"an **operating** environment for dynamic-recursive computer programming **systems** presented **in** this paper is a brief nontechnical introduction to oedipus, a computer programming system which can serve as an **operating** environment for dynamic and/or recursive programs **and** programming systems."
Q8,CACM-3059,models for parallel processing within programs: application to cpu:i/o **and** i/o:i/o overlap approximate queueing models for internal parallel processing by individual programs **in** a multiprogrammed system are developed **in** this paper.
Q8,CACM-3040,"a theory of consistency levels **in** such **networks** is formulated, which is related to problems of backtrack tree search efficiency."
Q8,CACM-3127,"thoth, a portable real-time **operating** system thoth isa real-time **operating** system which is designed to be portable over a large set of machines."
Q8,CACM-3025,"the evolution of the dec system 10 the dec system 10, also known as the pdp-10, evolved from the pdp-6 (circa 1963) over five generations of implementations to presently include **systems** covering a price range of five to one."
Q8,CACM-2407,"curriculum recommendations for undergraduate programs **in** information **systems** the need for education related to information **systems** **in** organizations is discussed, **and** a curriculum is proposed for an undergraduate program."
Q8,CACM-1324,answering english questions by computer: a survey fifteen experimental english language question-answering **systems** which are programmed **and** **operating** are described **and** reviewed.
Q8,CACM-1723,computer construction of project **networks** project **networks** are used **in** pert **and** cpm.
Q8,CACM-2581,"a locally-organized parser for spoken input this paper describes lpars, a locally-organized parsing system, designed for use **in** a continuous speech recognizer."
Q8,CACM-3148,high level programming for **distributed** computing programming for **distributed** **and** other loosely coupled **systems** is a problem of growing interest.
Q8,CACM-2522,"the design, implementation, **and** evaluation of a working set dispatcher the behavior of a computer system is largely dependent upon the algorithms employed to allocate the system resources to the processes competing for them."
Q8,CACM-1978,"the use of interactive graphics to solve numerical problems with the advent of on-line (time-sharing) computer **systems** **and** graphic terminals, we have available a new dimension **in** numerical problem solving capabilities."
Q8,CACM-2406,a data definition **and** mapping language a data definition language i sa declarative computer language for specifying data structures.
Q8,CACM-2479,curriculum recommendations for graduate professional programs **in** information systems: recommended addendum on information **systems** administration an addendum to the report of the acm curriculum committee on computer education for management is proposed.
Q8,CACM-2311,a generational perspective of information system develop
Q8,CACM-2482,"mixed solutions for the deadlock problem mixtures of detection, avoidance, **and** prevention provide more effective **and** practical solutions to the deadlock problem than any one of these alone."
Q8,CACM-1951,estimates of distributions of random variables for certain computer communications traffic models a study of multiaccess computer communications has characterized the distributions underlying an elementary model of the user-computer interactive process.
Q8,CACM-2624,"formal requirements for virtualizable third generation architectures virtual machine **systems** have been implemented on a limited number of third generation computer systems, e.g."
Q8,CACM-2080,"the system nucleus simulates an environment **in** which program execution **and** input/output are handled uniformly as parallel, cooperating process es."
Q8,CACM-2069,"comments on a paper by wallace **and** mason cacm april, 1970 heess jr., w. f. page-on-demand, demand paging, time-sharing multiprogramming, markovian computer models, scheduling strategies, **operating** systems, memory management 2.44 4.32 4.39 6.20 6.21 ca700415 jb february 13, 1978 2:36 pm 2069 5 2069 2069 5 2069 2069 5 2069"
Q8,CACM-3150,"beyond programming languages as computer technology matures, our growing ability to create large **systems** is leading to basic changes **in** the nature of programming."
Q8,CACM-1959,"an interrupt based organization for management information **systems** a programming structure, language constructs, **and** a supervisory system organization are proposed for the design **and** coding of large shared data base systems."
Q8,CACM-3182,vulnerabilities of efts to intentionally caused losses the hypothesis that consumers are provided greater accuracy **and** freedom from error **and** fraud with electronic funds transfer **systems** (efts) is discussed **in** light of the technical capabilities **and** potential of the computer to protect against both accidentally **and** intentionally caused losses.
Q8,CACM-3032,reverse path forwarding of broadcast packets a broadcast packet is for delivery to all nodes of a network.
Q8,CACM-2046,a relational model of data for large shared data banks future users of large data banks must be protected from having to know how the data is organized **in** the machine (the internal representation).
Q8,CACM-1611,scheduling project **networks** some of the basic concepts **and** terminology of project networking are developed.
Q8,CACM-1341,"levels of computer **systems** **in** building current computer systems, we tend to break them down into ""levels"" of control, command **and** communication; **in** using the system, we break our problems down correspondingly."
Q8,CACM-2852,the technology of computer center management: a proposed course for graduate professional programs **in** computer science or **in** information **systems** mcfarlan **and** nolan have made a strong case for adding a course on information **systems** administration to the 13 courses proposed by the acm curriculum committee on computer education for management for graduate professional programs **in** information systems.
Q8,CACM-2632,"hydra: the kernel of a multiprocessor **operating** system this paper describes the design philosophy of hydra-the kernel of an **operating** system for c.mmp, the carnegie-mellon multi-mini-processor."
Q8,CACM-2320,the notation used explicitly associates a data structure shared by concurrent processes with operations defined on it.
Q8,CACM-3111,"secure communications over insecure channels according to traditional conceptions of cryptographic security, it is necessary to transmit a key, by secret means, before encrypted messages can be sent securely."
Q8,CACM-2882,a stochastic evaluation model for database organization **in** data retrieval **systems** experimental work **in** the valuation of large scale data retrieval **systems** has been scarce due to its difficulty **and** prohibitive cost.
Q8,CACM-3181,public protection **and** education with eft research has revealed the existence of widespread misinformation **and** lack of knowledge about eft among business **and** government as well as consumers.
Q8,CACM-3026,"the evolution of the sperry univac 1100 series: a his tory, analysis, **and** projection the 1100 series **systems** are sperry univac's large-scale main frame computer systems."
Q8,CACM-1387,solution of **systems** of polynomial equations by elimination the elimination procedure as described by williams has been coded **in** lisp **and** formac **and** used **in** solving **systems** of polynomial equations.
Q8,CACM-1688,"netflow (algorithm 248 [h]) cacm september, 1968 henderson, j. h. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680913 jb february 21, 19784:31 pm 1688 5 1688 1688 5 1688 1688 5 1688"
Q8,CACM-2985,effects of chargeout on user/manager attitudes the relationship of **in** ternal pricing **systems** for computer services (chargeout systems) **and** user management attitudes about their computer-based information **systems** is investigated.
Q8,CACM-2950,a unifying approach to scheduling this paper presents a scheme for classifying scheduling algorithms based on an abstract model of a scheduling system which formalizes the notion of priority.
Q8,CACM-1226,the organization of structured files a data file is an integral part of a data processing system.
Q8,CACM-1071,computer-usage accounting for generalized time-sharing **systems** the current develop
Q8,CACM-1912,simulation of outpatient appointment **systems** an experimental computer program is described which simulates appointment **systems** employed by outpatient departments of hospitals.
Q8,CACM-1687,"netflow (algorithm 248 [h]) cacm september, 1968 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680914 jb february 21, 1978 4:29 pm 1687 5 1687 1687 5 1687 1687 5 1687"
Q8,CACM-1690,"netflow (algorithm 336 [h]) cacm september, 1968 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca680911 jb february 21, 1978 4:35 pm 1690 4 1690 1322 5 1690 1690 5 1690 1690 5 1690 1690 5 1690"
Q8,CACM-2088,"netflow (algorithm 336 $h)) cacm march, 1970 bray, t. a. witzgall, c. capacitated network, linear programming, minimum-cost flow, **network** flow, out-of-kilter 5.32 5.41 ca700310 jb february 13, 1978 3:44 pm 2088 5 2088 2088 5 2088 2088 5 2088"
Q8,CACM-1751,the working set model for program behavior probably the most basic reason behind the absence of a general treatment of resource allocation **in** modern computer **systems** is an adequate model for program behavior.
Q8,CACM-2567,"an exponential method for the solution of **systems** of ordinary differential equations an explicit, coupled, single-step method for the numerical solution of initial value problems for **systems** of ordinary differential equations is presented."
Q8,CACM-1892,"degree of multiprogramming **in** page-on-demand **systems** a simple stochastic model is described which offers a base for understanding the relationship between the number of programs permitted to share memory (the degree of multiprogramming), drum traffic rates, **and** central processing unit utilization **in** page-on-demand, multiprogrammed, time-shared computer systems."
Q9,CACM-2785,glypnir-a programming language **for** illiac iv glypnir is one of the earliest existing **languages** designed **for** programming the illiac iv computer.
Q9,CACM-3073,communicating sequential processes this paper suggests that input and output are basic primitives of programming and that **parallel** composition of communicating sequential processes is a fundamental program structuring method.
Q9,CACM-2700,"reduction: a method of proving properties of **parallel** programs when proving that a **parallel** program has a given property it is often convenient to assume that a statement is indivisible, i.e."
Q9,CACM-2714,"merging with **parallel** processors consider two linearly ordered sets a, b, |a|=m, |b|=n, m<=n, and p, p<=m, **parallel** processors working synchronously."
Q9,CACM-2266,a highly **parallel** algorithm **for** approximating all zeros of a polynomial with only real zeros an algorithm is described based on newton's method which simultaneously approximates all zeros of a polynomial with only real zeros.
Q9,CACM-2685,the **parallel** execution of do loops methods are developed **for** the **parallel** execution of different iterations of a do loop.
Q9,CACM-1262,the statements are do together and hold.
Q9,CACM-1795,"optimal code **for** serial and **parallel** **computation** cacm december, 1969 fateman, r. j. code optimization, sequencing of operations, detection of common subexpressions 4.12 ca691217 jb february 15, 1978 1:59 pm 1795 5 1795 1795 5 1795 1795 5 1795"
Q9,CACM-2973,sorting on a mesh-connected **parallel** computer two algorithms are presented **for** sorting n^2 elements on an n x n mesh-connected processor array that require o(n) routing and comparison steps.
Q9,CACM-3075,fast **parallel** sorting algorithms a **parallel** bucket-sort algorithm is presented that requires time o(log n) and the use of n processors.
Q9,CACM-2514,"the user can control the rule selection procedure in a derivation or parse, using weighted programming matrices; he also has a choice of instance selection schemes (raster,random, parallel)."
Q9,CACM-1747,three criteria **for** designing computing systems to facilitate debugging the designer of a computing system should adopt explicit criteria **for** accepting or rejecting proposed system features.
Q9,CACM-2896,"an exercise in proving **parallel** programs correct a **parallel** program, dijkstra's on-the-fly garbage collector, is proved correct using a proof method developed by owicki."
Q9,CACM-2895,a language **for** formal problem specification a language **for** specifying the in tended behavior of communicating **parallel** processes is described.
